fondo,2025-05-30,2025-06-30,2025-07-31,2025-08-29,2025-09-30,2025-10-31,2025-11-28,2025-12-30,2026-01-30,2026-02-27,2026-03-31
GMC Money Market - Clase A,2.0795,2.1931,2.3126,3.0062,3.0852,3.1078,1.6433,1.7793,2.7619,2.1517,1.8336
GMC Money Market - Clase B,2.079,2.1899,2.3163,3.0163,3.0734,3.1106,1.6393,1.7885,2.7607,2.1464,1.831
GMC Money Market - Clase C,2.1019,2.2151,2.3291,3.0329,3.0945,3.1286,1.6548,1.799,2.7919,2.1673,1.8573
Chaco FCI Money Market - Clase A,2.2758,2.4496,2.4819,3.2054,3.7155,3.6439,2.3872,2.2165,2.4977,2.2778,2.1362
Chaco FCI Money Market - Clase B,2.2756,2.4495,2.4821,3.2055,3.7155,3.6439,2.3872,2.2164,2.4977,2.2779,2.1362
Fima Premium - Clase A,1.9829,2.1174,2.1457,2.8697,3.0634,3.2512,1.9119,1.5498,2.0989,1.9324,1.7883
Fima Premium - Clase B,2.1063,2.2451,2.2734,2.9901,3.1965,3.3803,2.027,1.6809,2.2266,2.0475,1.9197
Fima Premium - Clase C,2.1362,2.276,2.3043,3.0192,3.2286,3.4115,2.0548,1.7126,2.2574,2.0753,1.9514
Fima Premium - Clase P,2.0255,2.1614,2.1897,2.9112,3.1093,3.2957,1.9516,1.595,2.144,1.9731,1.8347
MAF Liquidez - Clase A,2.3194,2.4721,2.5154,3.0327,3.6352,3.5907,2.1498,1.9724,2.5553,2.1421,2.0314
MAF Liquidez - Clase B,2.3194,2.4722,2.5155,3.0327,3.6352,3.5907,2.1498,1.9724,2.5553,2.1421,2.0314
Max Money Market - Clase A,2.1393,2.3351,2.3294,3.1424,3.2517,3.203,1.9612,1.7715,2.4067,2.136,2.029
Max Money Market - Clase B,2.1897,2.3872,2.3821,3.1918,3.3062,3.2558,2.0082,1.8252,2.4591,2.1831,2.0827
Max Money Market - Clase E Ley N° 27.743,2.1393,2.3347,2.3301,3.1424,3.2515,3.2027,1.9609,1.7715,2.405,2.136,2.026
Quiron Money Market - Clase A,1.8198,2.1213,2.2202,2.5819,2.3755,2.9789,2.1137,1.5177,2.0783,1.6709,1.4505
Quiron Money Market - Clase B,1.887,2.1908,2.2898,2.6475,2.4476,3.0489,2.1765,1.5891,2.148,1.7336,1.522
Quiron Money Market - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Ahorro $ - Clase A,2.0491,2.1874,2.2668,3.0247,3.3257,3.3931,2.0172,1.659,2.2379,2.0012,1.8641
Super Ahorro $ - Clase B,2.1586,2.3007,2.3801,3.1315,3.4439,3.5076,2.1193,1.7753,2.3513,2.1033,1.9806
Super Ahorro $ - Clase G,2.0491,2.1875,2.2668,3.0247,3.3257,3.393,2.0172,1.659,2.2379,2.0013,1.8641
Super Ahorro $ - Clase H,2.1586,2.3007,2.3801,3.1316,3.4439,3.5076,2.1193,1.7753,2.3513,2.1033,1.9806
Super Ahorro $ - Clase I Ley N° 27.743,2.0702,2.2092,2.2886,3.0453,3.3485,3.4151,2.0368,1.6814,2.2595,2.0208,1.8865
Ualintec Ahorro Pesos - Clase A,2.3104,2.3626,2.3729,2.9543,3.6867,3.8441,2.3477,1.8991,2.4119,2.0548,1.889
Ualintec Ahorro Pesos - Clase B,2.3736,2.4279,2.4383,3.0158,3.755,3.9103,2.4066,2.0065,2.5165,2.1137,1.9561
Ualintec Ahorro Pesos - Clase C,2.3736,2.4279,2.4383,3.0156,3.755,3.9103,2.4065,2.0065,2.5165,2.1489,1.9962
Valiant Ahorro - Clase A,2.1827,2.464,2.4449,3.214,3.3084,3.3034,1.9921,1.6159,2.4269,2.1013,2.0418
Valiant Ahorro - Clase B,2.1407,2.4204,2.4013,3.173,3.2631,3.2594,1.953,1.5714,2.3834,2.0621,1.997
Cohen Pesos - Clase A,1.9622,2.1605,2.2115,2.8553,3.3256,3.2211,2.1703,,,,
Cohen Pesos - Clase B,1.9706,2.1692,2.2202,2.8635,3.3346,3.2299,2.1782,,,,
Cohen Pesos - Clase C,2.0042,2.2039,2.2549,2.8962,3.3709,3.2649,2.2095,,,,
Cohen Pesos - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BAVSA Ahorro - Clase A,2.0885,2.1927,2.211,2.8036,2.9201,3.1777,1.8425,1.5285,2.0008,1.8516,1.8778
BAVSA Ahorro - Clase B,2.1304,2.2361,2.2544,2.8443,2.9652,3.2215,1.8815,1.573,2.0442,1.8906,1.9224
BAVSA Ahorro - Clase C Ley Nº 27.743,2.0886,2.1931,2.2109,2.8035,2.92,3.1777,1.8425,1.5285,0.2223,0.0,0.0
BAVSA Ahorro - Clase D Ley Nº 27.743,2.1305,2.2363,2.2544,2.8442,2.9652,3.2214,1.8817,1.5731,0.2265,0.0,0.0
Cocos Ahorro - Clase A,1.9445,2.1267,2.2134,2.8757,3.3936,3.3088,2.0721,1.8119,2.1072,1.8511,1.7125
Cocos Ahorro - Clase B,1.9866,2.1703,2.2572,2.9168,3.4388,3.3527,2.1113,1.8569,2.1507,1.8902,1.757
Cocos Ahorro - Clase C,1.4136,2.1963,2.283,2.9411,3.4639,3.3759,2.1347,1.8769,2.1506,1.8901,1.7572
Cocos Ahorro - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocos Ahorro - Clase Ley N° 27.743,1.9444,2.1267,2.2134,2.8757,3.3936,3.3087,2.072,1.8122,2.107,1.8509,1.7126
CYC Liquidez,1.938,2.1337,2.2145,2.8941,3.0916,3.255,1.6758,1.4847,2.2423,1.8225,1.8275
CYC Liquidez - Clase E Ley N° 27.743,1.938,2.1337,2.2145,2.8941,3.0916,3.255,1.6756,1.4848,2.2423,1.8225,1.8269
Max Money Market Dólares - Clase E Ley N° 27.743,0.0,0.0,0.0691,0.0888,0.0818,0.0648,0.0628,0.0829,0.0988,0.0905,0.0678
Parakeet Pesos - Clase A,2.1222,2.2062,2.175,2.7229,2.8411,3.0982,2.1649,1.871,1.9202,1.7922,1.5969
Parakeet Pesos - Clase B,2.246,2.3387,2.3029,2.8438,2.9787,3.2276,2.2844,2.0029,2.0478,1.9197,1.7286
Toronto Trust Ahorro - Clase A,2.1669,2.3062,2.2912,3.0717,3.2927,3.486,2.048,1.8247,2.3101,2.0697,1.9693
Toronto Trust Ahorro - Clase B,2.2174,2.3585,2.3434,3.121,3.3471,3.5388,2.0951,1.8784,2.3623,2.1167,2.0231
Toronto Trust Ahorro - Clase C,2.1922,2.3323,2.3172,3.0963,3.3199,3.5123,2.0716,1.8515,2.3362,2.0932,1.9962
Toronto Trust Ahorro - Clase Ley N° 27.743,2.1669,2.3062,2.2913,3.0715,3.2926,3.4862,2.048,1.8247,2.3099,2.0697,1.9694
Transatlantica Liquidez Pesos - Clase A,2.1352,2.339,2.3971,2.9198,3.3291,3.4012,1.7702,1.6739,2.2766,1.9396,1.7285
Transatlantica Liquidez Pesos - Clase B,2.1352,2.3391,2.397,2.9198,3.3291,3.4012,1.7702,1.6739,2.2766,1.9396,1.7285
Wise Capital Money Markets - Clase A,1.9734,2.26,2.2904,2.9556,3.3459,3.1782,1.9805,1.681,2.166,1.9333,1.6906
Wise Capital Money Markets - Clase B,2.0154,2.3035,2.334,2.9962,3.3913,3.1907,1.9805,1.6811,2.1658,1.9331,1.6906
Wise Capital Money Markets - Clase C,1.9736,2.2599,2.2906,2.9556,3.346,3.1781,1.9805,1.6812,2.1661,1.9332,1.6905
Wise Capital Money Markets - Clase D,2.1343,2.4163,2.4469,3.1027,3.5091,3.303,2.0665,1.7633,2.2352,1.9959,1.7354
Wise Capital Money Markets - Clase J Ley N° 27.743,1.9734,2.2601,2.2904,2.9553,3.3462,3.178,1.9806,1.6811,2.1659,1.9332,1.6907
Allaria Dólar Ahorro - Clase A,0.1128,0.1484,0.1579,0.1384,0.1235,0.0943,0.0856,0.0947,0.112,0.0816,0.0553
Allaria Dólar Ahorro - Clase B,0.1211,0.1568,0.1666,0.1463,0.1322,0.1028,0.0934,0.1039,0.1208,0.0893,0.0637
Allaria Dólar Ahorro - Clase C,0.1251,0.161,0.1707,0.1502,0.1365,0.1071,0.0973,0.108,0.1251,0.0929,0.0686
Allaria Dólar Ahorro - Clase Ley Nº 27.743,0.1128,0.1484,0.1579,0.1384,0.1235,0.0943,0.0856,0.0947,0.0241,0.0,0.0
Delta Dólares - Clase A,0.0977,0.1202,0.1171,0.103,0.1056,0.0803,0.0762,0.0948,0.1124,0.0811,0.06
Delta Dólares - Clase B,0.1019,0.1244,0.1213,0.104,0.1056,0.0876,0.0839,0.104,0.1212,0.089,0.0688
Delta Dólares - Clase K Ley Nº 27.743,0.0979,0.1202,0.1171,0.103,0.1056,0.0804,0.0762,0.0948,0.1125,0.0811,0.06
Delta Dólares - Clase L Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Retorno Dólares - Clase A,0.2118,0.2247,0.2037,0.2133,0.2248,0.2152,0.1951,0.2165,0.2025,0.1788,0.1908
IAM Retorno Dólares - Clase C,0.2248,0.2362,0.2138,0.2252,0.2365,0.2262,0.208,0.2271,0.2227,0.1754,0.1849
IEB Corto Plazo Dólar - Clase A,0.1977,0.2102,0.2029,0.1533,0.1538,0.1033,0.0818,0.1131,0.1331,0.1017,0.0876
IEB Corto Plazo Dólar - Clase B,0.2018,0.2143,0.2075,0.1574,0.158,0.1072,0.0856,0.1176,0.137,0.1059,0.0876
IEB Corto Plazo Dólar - Clase X Ley N° 27.743,0.1976,0.2102,0.2031,0.1533,0.1538,0.1033,0.0818,0.1131,0.133,0.102,0.088
Max Money Market Dólares - Clase A,0.0917,0.1229,0.1067,0.0888,0.0815,0.0647,0.0631,0.0828,0.0987,0.0742,0.0487
Max Money Market Dólares - Clase B,0.0959,0.1273,0.1109,0.0929,0.0861,0.0687,0.0665,0.0871,0.1029,0.078,0.0532
Max Money Market Dólares - Clase C,0.0,0.0,0.0079,0.0928,0.0817,0.0649,0.0628,0.0828,0.0987,0.0738,0.0485
Max Money Market Dólares - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0573,0.0781,0.053
MEGAQM Liquidez Dólar - Clase A,0.1669,0.1803,0.1578,0.1382,0.1408,0.1187,0.1039,0.1222,0.1382,0.1025,0.0941
MEGAQM Liquidez Dólar - Clase B,0.1709,0.1842,0.1621,0.142,0.1455,0.1229,0.1077,0.1264,0.1422,0.1063,0.0982
MEGAQM Liquidez Dólar - Clase Ley N° 27.743,0.1669,0.1802,0.158,0.1383,0.141,0.1186,0.1038,0.122,0.1379,0.1024,0.094
Parakeet Pesos - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parakeet Pesos - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pellegrini Money Market USD - Clase A,0.1027,0.1059,0.1258,0.1163,0.1113,0.0784,0.0639,0.0905,0.0816,0.06,0.0565
Pellegrini Money Market USD - Clase B,0.1073,0.1105,0.1298,0.1204,0.1158,0.0826,0.0673,0.0948,0.0854,0.0642,0.0607
Pellegrini Money Market USD - Clase R Ley N° 27.743,0.1029,0.1061,0.1257,0.1163,0.1113,0.0782,0.0638,0.0906,0.0813,0.0598,0.0567
Superfondo Ahorro en Dólares - Clase A,0.0908,0.1248,0.1269,0.108,0.1111,0.0863,0.0819,0.0962,0.1222,0.0915,0.0619
Superfondo Ahorro en Dólares - Clase B,0.0948,0.1288,0.1314,0.1119,0.1157,0.0907,0.0857,0.1005,0.1267,0.0952,0.0665
Superfondo Ahorro en Dólares - Clase H,0.0908,0.1248,0.1269,0.108,0.1111,0.0863,0.0819,0.0962,0.1222,0.0915,0.0619
Superfondo Ahorro en Dólares - Clase I,0.0948,0.1288,0.1314,0.1119,0.1157,0.0907,0.0857,0.1005,0.1267,0.0952,0.0665
Superfondo Ahorro en Dólares - Clase M Ley N° 27.743,0.0908,0.1248,0.1269,0.108,0.1111,0.0863,0.0819,0.0962,0.1222,0.0915,0.0619
Champaquí Fondo Inmediato Plus - Clase A,2.3601,2.4084,2.3474,3.0668,3.4046,3.5277,2.31,1.7762,2.2192,2.1574,1.9794
Champaquí Fondo Inmediato Plus - Clase B,2.4563,2.5078,2.4468,3.1604,3.5082,3.6282,2.3997,1.8782,2.3184,2.247,2.0817
Champaquí Fondo Inmediato Plus - Clase D,2.4792,2.5314,2.4703,3.1824,3.5327,3.652,2.421,1.9023,2.3419,2.2682,2.1058
Consultatio Fondo de Dinero - Clase A,1.5274,0.0002,1.502,0.2375,-0.4704,-0.9003,-4.9084,-5.7721,-5.9625,0.8705,0.3917
Consultatio Fondo de Dinero - Clase B,1.5275,0.0002,1.5107,0.1779,-0.7418,-1.1622,-5.1353,-6.0291,-6.2109,0.6297,0.1179
Consultatio Fondo de Dinero - Clase C,1.7878,0.2651,1.7709,0.4261,-0.4704,-0.9003,-4.9084,-5.7721,-5.9625,0.8705,0.3917
Novus Liquidez Fondo de Dinero - Clase A,1.9384,2.0615,2.0584,2.8924,3.1243,3.094,1.785,1.3477,2.0439,1.9382,1.8018
Novus Liquidez Fondo de Dinero - Clase B,2.0515,2.1786,2.1756,3.0028,3.2464,3.2123,1.8906,1.4677,2.161,2.0439,1.9224
Novus Liquidez Fondo de Dinero - Clase C,1.9384,2.0615,2.0585,2.8924,3.1243,3.094,1.785,1.3477,2.0438,1.9382,1.8018
Novus Liquidez Fondo de Dinero - Clase D,2.0516,2.1786,2.1756,3.0028,3.2464,3.2123,1.8905,1.4678,2.161,2.0438,1.9224
Novus Liquidez Fondo de Dinero - Clase E,1.9384,2.0616,2.0585,2.8923,3.1244,3.0939,1.785,1.3477,2.0439,1.9382,1.8018
Novus Liquidez Fondo de Dinero - Clase F,2.0515,2.1786,2.1756,3.0028,3.2464,3.2123,1.8905,1.4678,2.161,2.0439,1.9224
Novus Liquidez Fondo de Dinero - Clase G,1.9383,2.0615,2.0584,2.8924,3.1243,3.0939,1.785,0.2801,0.0,0.0,0.0
Novus Liquidez Fondo de Dinero - Clase H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novus Liquidez Fondo de Dinero - Clase X,1.6875,2.0683,2.0584,2.8924,3.1243,3.094,1.785,1.3477,2.0439,1.9382,1.8018
Pellegrini Renta Pesos - Clase A,2.2067,2.3532,2.3857,3.1596,3.3887,3.4614,2.8499,2.0213,2.4632,2.2729,2.0894
Pellegrini Renta Pesos - Clase B,2.248,2.3973,2.4285,3.1999,3.4348,3.5045,2.8899,2.0653,2.506,2.3156,2.1334
Pellegrini Renta Pesos - Clase R Ley N° 27.743,2.2067,2.3531,2.3857,3.1597,3.3889,3.4615,2.8499,2.0212,2.4631,2.273,2.0894
Pionero Premium - Clase A,1.8564,2.1248,2.235,3.2146,3.4527,3.3397,2.0494,,,,
Pionero Premium - Clase B,1.9654,2.2377,2.3481,3.3214,3.5711,3.454,2.1516,,,,
Zofingen Pesos Ya - Clase A,1.9162,2.1014,2.0527,2.9081,2.4074,2.9267,1.4742,1.3844,1.9088,1.7468,1.5894
Zofingen Pesos Ya - Clase B,1.9177,2.102,2.0531,2.9079,2.4075,2.9271,1.4741,1.3844,1.909,1.7468,1.5893
Zofingen Pesos Ya - Clase C Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zofingen Pesos Ya - Clase D Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fima Premium Dólares - Clase A,0.094,0.1119,0.1116,0.1033,0.1004,0.0845,0.0794,0.0991,0.1148,0.0879,0.0627
Fima Premium Dólares - Clase B,0.0944,0.112,0.1114,0.1033,0.1005,0.0844,0.0794,0.0992,0.1148,0.0879,0.0627
Fima Premium Dólares - Clase C,0.094,0.1119,0.1116,0.1033,0.1004,0.0845,0.0794,0.0992,0.1148,0.0879,0.0627
Fima Premium Dólares - Clase L,0.094,0.1119,0.1116,0.1033,0.1004,0.0845,0.0794,0.0991,0.0345,0.0,0.0
IAM Liquidez en Dólares - Clase A,0.2402,0.2555,0.2387,0.2283,0.2436,0.225,0.1959,0.2238,0.2328,0.1907,0.1804
IAM Liquidez en Dólares - Clase B,0.2402,0.2552,0.2388,0.2286,0.2435,0.225,0.196,0.2237,0.2328,0.1907,0.1801
IAM Liquidez en Dólares - Clase C,0.2402,0.2555,0.2387,0.2283,0.2436,0.2249,0.1959,0.2238,0.2328,0.1907,0.1804
IAM Liquidez en Dólares - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase Ley Nº 27.743,0.2403,0.2554,0.2389,0.2286,0.2434,0.2252,0.1962,0.2237,0.2329,0.1909,0.1804
Pionero Money Market Dólar - Clase A,0.1109,0.1355,0.1498,0.131,0.1282,0.0938,0.0819,0.1006,0.114,0.081,0.0674
Pionero Money Market Dólar - Clase B,0.1109,0.1355,0.1498,0.131,0.1371,0.1023,0.0897,0.1091,0.1224,0.0892,0.0756
Pionero Money Market Dólar - Clase C Ley Nº 27.743,0.1109,0.1355,0.1498,0.131,0.1282,0.0938,0.0819,0.1006,0.114,0.081,0.0674
1810 Ahorro,2.098,2.201,2.2377,2.9448,3.1822,3.2519,1.9129,1.6516,2.2145,2.0365,1.9476
Optimum Liquidity - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimum Liquidity - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimum Liquidity - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimum Liquidity - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimum Liquidity - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAVSA Ahorro Dólar - Clase A,0.1143,0.1489,0.1365,0.1083,0.1142,0.0901,0.0775,0.1022,0.1006,0.088,0.0781
BAVSA Ahorro Dólar - Clase B,0.1189,0.153,0.1409,0.1125,0.1186,0.0947,0.0813,0.1063,0.1047,0.0918,0.0822
BAVSA Ahorro Dólar - Clase E Ley N° 27.743,0.0282,0.0493,0.1363,0.1083,0.1139,0.0901,0.0775,0.1021,0.0166,0.0,0.0
BAVSA Ahorro Dólar - Clase F Ley N° 27.743,0.1189,0.1532,0.1412,0.1128,0.1188,0.0946,0.0813,0.1063,0.017,0.0,0.0
SBS Liquidez USD - Clase A,0.1609,0.1633,0.1508,0.1242,0.1336,0.0971,0.1027,0.1098,0.1212,0.1021,0.0727
SBS Liquidez USD - Clase B,0.1609,0.1632,0.1508,0.1242,0.1336,0.0971,0.1027,0.1098,0.1212,0.1021,0.0727
SBS Liquidez USD - Clase Ley 27.743,0.165,0.1667,0.1546,0.128,0.1358,0.0968,0.1029,0.1098,0.1211,0.1017,0.0724
Toronto Trust Money Market Dólar - Clase A,0.131,0.124,0.1196,0.0934,0.0996,0.0791,0.0765,0.1021,0.1123,0.0851,0.0726
Toronto Trust Money Market Dólar - Clase B,0.1394,0.1321,0.1285,0.1011,0.1083,0.0875,0.0841,0.1107,0.1207,0.0926,0.0815
Toronto Trust Money Market Dólar - Clase C,0.1349,0.1281,0.1243,0.0973,0.1041,0.0834,0.0801,0.1068,0.1168,0.0888,0.0771
Toronto Trust Money Market Dólar - Clase Ley N° 27.743,0.131,0.124,0.1196,0.0934,0.0996,0.0791,0.0765,0.1021,0.1123,0.085,0.0727
Crecer Liquidez - Clase A,2.3147,2.2018,2.1494,2.8023,2.9501,3.2543,1.91,1.5534,2.1429,2.0492,1.867
Crecer Liquidez - Clase B,2.4244,2.3146,2.2624,2.9086,3.0673,3.3682,2.0118,1.6693,2.2562,2.1513,1.9839
Alpha Pesos - Clase A,2.1135,2.2728,2.2547,2.9461,3.1385,3.1992,2.0089,1.5321,2.1817,1.997,1.9527
Alpha Pesos - Clase B,2.0086,2.1642,2.1462,2.8439,3.0256,3.0897,1.9111,1.4209,2.0732,1.8992,1.841
Alpha Pesos - Clase J,0.0,0.0,0.0,0.0,0.0,0.8749,0.0,0.0,0.0,0.0,0.0
Alpha Pesos - Clase K,2.0086,2.1643,2.1462,2.8439,3.0256,3.0897,1.9112,1.4209,2.0733,1.8992,1.841
Delta Pesos - Clase A,1.9909,2.1395,2.2034,2.8145,3.1087,3.2113,1.9418,1.5084,1.8373,1.8501,1.7708
Delta Pesos - Clase B,2.1167,2.2697,2.3337,2.9372,3.2445,3.3429,2.0592,1.642,1.9672,1.9674,1.9047
Delta Pesos - Clase D,2.1923,2.3479,2.4119,3.0108,3.326,3.4219,2.1296,1.7223,2.0452,2.0378,1.9852
Delta Pesos - Clase K Ley Nº 27.743,1.9909,2.1397,2.2033,2.8146,3.1088,3.2114,1.9418,1.5082,1.8372,1.8501,1.7708
Delta Pesos - Clase L Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Pesos - Clase X,2.1858,2.3166,2.3807,2.9813,3.2934,3.3903,2.1015,1.6902,2.0139,2.0097,1.9529
FBA Renta Pesos - Clase A,1.9947,2.1407,2.2054,2.8903,3.1657,3.2345,1.936,1.5873,2.1391,1.9551,1.8194
FBA Renta Pesos - Clase B,2.1374,2.2885,2.3532,3.0295,3.3198,3.3838,2.0692,1.7389,2.2869,2.0765,1.958
FBA Renta Pesos - Clase J Ley Nº 27.743,1.9947,2.1407,2.2054,2.8903,3.1657,3.2345,1.936,1.5873,2.1391,1.9551,1.8194
FBA Renta Pesos - Clase K Ley Nº 27.743,2.1374,2.2885,2.3532,3.0295,3.3198,3.3838,2.0692,1.7389,2.2869,2.0726,1.9535
HF Pesos - Clase C,2.1608,1.3024,1.3159,0.4889,0.0,0.0,,,,,
HF Pesos - Clase G,2.0307,2.1555,2.1252,3.1892,3.3038,3.6146,,,,,
HF Pesos - Clase I,2.1397,2.2683,2.2379,3.2958,3.4215,3.729,,,,,
HF Pesos - Clase P,2.0934,2.2204,2.1901,3.2506,3.3715,3.6804,,,,,
Lombard Renta en Pesos,2.1483,2.3579,2.3981,3.1868,3.4244,3.4217,2.0655,2.053,2.4881,2.1749,2.0667
MAF Money Market - Clase A,2.1191,2.2206,2.2576,2.869,3.2975,3.2825,1.9053,1.7123,2.1548,1.9863,1.7869
MAF Money Market - Clase B,2.2493,2.3552,2.3923,2.9958,3.438,3.4186,2.0265,1.8507,2.2894,2.1077,1.9254
MAF Money Market - Clase RAP Ley N° 27.743,2.1191,2.2206,2.2575,2.869,3.2975,3.2825,1.9053,1.7123,2.1548,1.9863,1.7869
Optimum CDB Pesos Ultra - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimum CDB Pesos Ultra - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier Renta CP en Pesos - Clase A,2.1857,2.3113,2.3175,2.8701,3.5252,3.4255,2.0994,1.7408,2.3235,2.0271,1.9551
Premier Renta CP en Pesos - Clase B,1.8911,2.0065,2.0127,2.5834,3.2068,3.1173,1.8247,1.4279,2.0178,1.7525,1.6415
Premier Renta CP en Pesos - Clase C,2.2698,2.3984,2.4046,2.9516,3.6025,3.5003,2.1661,1.8168,2.3975,2.0937,2.0312
Premier Renta CP en Pesos - Clase D,2.1855,2.3109,2.3175,2.8701,3.5252,3.4254,2.0993,1.7408,2.3235,2.0271,1.9551
Adcap Ahorro Pesos Fondo de Dinero - Clase A,2.2229,2.3824,2.3723,2.9545,3.6168,3.4742,2.1586,1.95,2.4446,2.1845,1.9844
Adcap Ahorro Pesos Fondo de Dinero - Clase B,2.2987,2.4609,2.4507,3.0283,3.6988,3.5535,2.2292,2.0311,2.5231,2.2555,2.0651
Adcap Ahorro Pesos Fondo de Dinero - Clase C,2.3249,2.4878,2.4777,3.0536,3.727,3.5808,2.2535,2.0589,2.5501,2.2799,2.0928
Adcap Ahorro Pesos Fondo de Dinero - Clase H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Ahorro Pesos Fondo de Dinero - Clase H1,2.223,2.3825,2.3552,2.9545,3.6169,3.4742,2.1584,1.9504,2.4428,2.1848,1.9841
Adcap Ahorro Pesos Fondo de Dinero - Clase I,2.3072,2.4695,2.4595,3.0365,3.7079,3.5623,2.237,2.0401,2.5318,2.2633,2.074
Adcap Ahorro Pesos Fondo de Dinero - Clase Ley Nº 27.743,2.223,2.3821,2.3721,2.9545,3.6166,3.4743,2.1584,1.9506,2.4438,2.1847,1.9768
Fundcorp Liquidez - Clase A,2.0932,2.2871,2.3353,3.1235,3.3298,3.407,1.9458,1.8766,2.7208,2.1441,1.9028
Fundcorp Liquidez - Clase B,2.1142,2.3089,2.3571,3.1441,3.3525,3.4289,1.9654,1.8991,2.7426,2.1638,1.9252
Fundcorp Liquidez - Clase C,2.1773,2.3742,2.4224,3.2056,3.4205,3.495,2.0242,1.9662,2.8082,2.2227,1.9923
Gainvest Pesos - Clase A,2.0686,2.2646,2.3365,2.8817,3.289,3.2418,1.6963,1.5081,2.1259,1.9641,1.6865
Gainvest Pesos - Clase B,2.0686,2.2647,2.3365,2.8817,3.289,3.242,1.6963,1.5095,2.1259,1.9641,1.6865
Gainvest Pesos - Clase C,2.1358,2.3343,2.4061,2.9472,3.3615,3.3123,1.7588,1.5808,2.1955,2.0268,1.758
Gainvest Pesos - Clase Ley N° 27.743,2.081,2.2773,1.6965,2.8936,3.3022,3.2546,1.7078,1.5215,0.2562,0.0,0.0
Galileo Pesos - Clase A,2.0711,2.1873,2.2455,3.0264,3.5379,3.3268,1.939,1.6826,2.1515,1.9655,1.8398
Galileo Pesos - Clase B,2.2239,2.3505,2.4036,3.1753,3.7087,3.4866,2.0861,1.8449,2.3094,2.1231,2.0024
Lombard Ahorro,1.486,1.7593,1.2948,1.6412,1.7768,1.1264,0.5491,0.903,1.2354,1.1137,1.5375
MEGAQM Pesos - Clase A,2.1535,2.2796,2.2492,2.9807,3.5087,3.2237,1.9523,1.7487,2.2051,2.0462,1.9716
MEGAQM Pesos - Clase B,2.2696,2.3997,2.3693,3.0939,3.6342,3.345,2.0604,1.8721,2.3252,2.1545,2.0953
MEGAQM Pesos - Clase E,2.1428,2.2682,2.2381,2.9702,3.4967,3.2125,1.9422,1.7372,2.1938,2.0359,1.9601
Pellegrini Renta,2.1204,2.2197,1.9915,2.9821,2.7616,3.2466,1.6373,1.3823,1.9657,1.6469,1.3844
Pionero Pesos Plus - Clase A,1.9336,2.1309,2.2152,3.0977,3.1582,3.2845,1.9399,1.6051,2.073,1.9435,1.8451
